OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
83238,No Damage,1129.0,Navahoe South,Drive,South Lake Tahoe,CA,96150.0,AEU,El Dorado,South Lake Tahoe ,8/14/2021 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Other,Multi Pane,Masonry/Concrete,Unknown,No Patio Cover/Carport,Combustible,,<30',145265.0,,1129 NAVAHOE DR SOUTH LAKE TAHOE CA 96150,38.8514679864091,-120.016369771315
100936,No Damage,1041.0,Garrido,Drive,Camarillo,CA,93010.0,VNC,Ventura,,11/6/2024 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Composite,Combustible,Non Combustible,,,314140.0,1972.0,"1041 GARRIDO DR, CAMARILLO, CA 93010",34.2522096,-119.0619505
114008,No Damage,185.0,W Altadena,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Church,Nonresidential Commercial,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,,,166348.0,1949.0,"185 W ALTADENA DR, ALTADENA, CA 91001",34.1961437,-118.1507873
116234,Destroyed (>50%),461.0,E Las Flores,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,65403.0,1934.0,"461 E LAS FLORES DR, ALTADENA, CA 91001",34.1970773,-118.1359362
130302,Destroyed (>50%),16629.0,W Sunset,Boulevard,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,542839.0,1954.0,"16629 W SUNSET BLVD, PACIFIC PALISADES, CA 90272",34.0474765,-118.5441096
25133,No Damage,1121.0,Pine,Road,,CA,,CZU,Santa Cruz,Felton ,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,319670.0,1963.0,1121 PINE DR FELTON CA 95018,37.0384748830197,-122.088136333096
84811,Destroyed (>50%),163.0,Hot Springs ,Road,Greenville,CA,95947.0,LMU,Plumas,Greenville ,7/13/2021 12:00:00 AM,Fire,,Mobile Home Triple Wide,Single Residence,0.0,Metal,Unknown,Unknown,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,11-20,30-50',36801.0,,163 HOT SPRINGS RD GREENVILLE CA 95947,40.1395249314536,-120.938357313376
29368,Destroyed (>50%),5787.0,Homestead ,Place,Paradise Southeast A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,Unknown,Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',8258.0,1971.0,5787  HOMESTEAD PL   PARADISE CA 95969,39.7568849797366,-121.580492476685
43041,Destroyed (>50%),12702.0,Merritt Horning,Road,Unincorporated,CA,,BTU,Butte,Chico,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Wood,Unknown,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,,,151513.0,2002.0,12702  MERRITT HORNING RD   CHICO CA 95926,39.7693396496784,-121.668889513268
88625,No Damage,14470.0,Calle Real ,,Goleta ,CA,93117.0,SBC,Santa Barbara,,10/11/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,,14470 CALLE REAL GOLETA CA 93117,34.4754536624847,-120.128598024525
15639,No Damage,7110.0,Blue Ridge,Road,,CA,,LNU,Solano,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,10733.0,1964.0,7110 BLUE RIDGE RD VACAVILLE CA 95688,38.4059631060308,-122.109289435605
113545,Destroyed (>50%),139.0,E Altadena,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Tile,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Unknown,Combustible,,,57700.0,1928.0,"139 E ALTADENA DR, ALTADENA, CA 91001",34.194113,-118.1443952
127233,Destroyed (>50%),651.0,Muskingum,Avenue,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Unknown,Combustible,Non Combustible,,,2017083.0,2003.0,"651 MUSKINGUM AVE, PACIFIC PALISADES, CA 90272",34.0464419,-118.537361
129985,Destroyed (>50%),841.0,Chautauqua ,Boulevard,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,,,76194.0,1923.0,"841 CHAUTAUQUA BLVD, PACIFIC PALISADES, CA 90272",34.0448957,-118.5177468
38032,Destroyed (>50%),5106.0,Malibu ,Drive,Paradise Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,,,273667.0,1988.0,5106  MALIBU DR   PARADISE CA 95969,39.7311537336025,-121.567802609979
47518,Destroyed (>50%),1624.0,Hucka,Lane,Paradise Northeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,238884.0,2004.0,1624  HUCKA LN   PARADISE CA 95969,39.7913304938538,-121.584451717756
81730,No Damage,1125.0,Mulberry,Drive,South Lake Tahoe,CA,96150.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Other,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,,,426364.0,,1125 MULBERRY DR SOUTH LAKE TAHOE CA 96150,38.8505587505855,-120.016541480688
65441,Destroyed (>50%),3450.0,Deer Trail,Road,Unincorporated,CA,0.0,LNU,Sonoma,Riebli,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Fire Resistant,Unknown, , , ,,,,233045.0,,3450 DEER TRAIL RD SANTA ROSA CA 95404,38.483394388327,-122.680534312372
108222,Destroyed (>50%),948.0,Athens,Street,Altadena,CA,91001.0,LAC,Los Angeles,Altadena,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,No Vents,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,144575.0,1952.0,"948 ATHENS ST, ALTADENA, CA 91001",34.1967658,-118.1298018
130782,No Damage,16957.0,Avenida De Santa Ynez,,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,0-10,,289598.0,1973.0,"16957 AVENIDA DE SANTA YNEZ, PACIFIC PALISADES, CA 90272",34.0731734,-118.5608018
10618,Destroyed (>50%),552.0,Community Hall ,Lane,,CA,,LNU,Napa,,9/27/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,62492.0,1946.0,552 COMMUNITY HALL LN SAINT HELENA CA 94574,38.5354267729539,-122.470363294402
17775,No Damage,20195.0,Sweetwater Springs,Road,,CA,,LNU,Sonoma,Guerneville ,8/16/2020 12:00:00 AM,Fire,Combination of Actions,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,364140.0,1968.0,20195 SWEETWATER SPRINGS RD GUERNEVILLE CA 95446,38.5403685963822,-122.957603860393
31810,Destroyed (>50%),6674.0,Pentz,Road,Paradise Northeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,<30',1266765.0,1971.0,6674  PENTZ RD   PARADISE CA 95969,39.778315047901,-121.575505427283
112247,No Damage,2195.0,Mar Vista,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Wood,No Deck/Porch,Combustible,Combustible,,,68304.0,1921.0,"2195 MAR VISTA AVE, ALTADENA, CA 91001",34.1835288,-118.1276277
23930,No Damage,170.0,Wildrose ,Terrace,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,182044.0,1939.0,170 WILDROSE TER BOULDER CREEK CA 95006,37.1600471922673,-122.137038038999
33223,Destroyed (>50%),6366.0,Glendale ,Drive,Magalia,CA,,BTU,Butte,Magalia ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,21-30,,155843.0,1991.0,6366  GLENDALE DR   MAGALIA CA 95954,39.8053631535226,-121.601032412537
110623,Destroyed (>50%),3057.0,Fair Oaks,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',36963.0,1925.0,"3057 FAIR OAKS AVE, ALTADENA, CA 91001",34.197729,-118.1464811
115039,Destroyed (>50%),3100.0,Olive ,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,Unknown,,,119028.0,1925.0,"3100 OLIVE AVE, ALTADENA, CA 91001",34.1981674,-118.1528479
77629,No Damage,745.0,-500 Doyle Grade ,Road,Doyle,CA,96109.0,LMU,Lassen,,7/4/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,65234.0,,745500 DOYLE GRADE RD DOYLE CA 96109,40.0175217909677,-120.125732875774
94019,No Damage,5096.0,Old Highway North,,Mariposa,CA,95338.0,MMU,Mariposa,,7/4/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,132651.0,1977.0,"5096 OLD HWY N, MARIPOSA, CA 95338",37.4904712,-119.9657788
40004,Destroyed (>50%),871.0,Waggoner,Road,Paradise Northwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,,,46163.0,1949.0,871  WAGGONER RD   PARADISE CA 95969,39.7792262405781,-121.616513633191
103836,Destroyed (>50%),2677.0,Visscher,Place,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,294854.0,1978.0,"2677 VISSCHER PL, ALTADENA, CA 91001",34.1900805,-118.1444079
2623,Destroyed (>50%),47.0,Wild Ridge ,Road,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,0.0,Other,No Eaves,No Vents,Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,15000.0,1948.0,"47 WILD RIDGE RD, BERRY CREEK CA 95916",39.6340663168339,-121.419950932948
21393,Destroyed (>50%),530.0,Hazel Brake,,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,Unknown,Unknown,Single Pane,Unknown,Unknown,Unknown,No Fence,21-30,>50',81980.0,1931.0,530 HAZEL BRAKE BOULDER CREEK CA 95006,37.139658956537,-122.145135696413
83022,No Damage,2588.0,Blitzen,Road,South Lake Tahoe,CA,96150.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Composite,Wood,Combustible,No Fence,,,256261.0,,2588 BLITZEN RD SOUTH LAKE TAHOE CA 96150,38.8352872915773,-120.018346608421
112733,Destroyed (>50%),1248.0,E Mendocino ,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,313218.0,1955.0,"1248 E MENDOCINO ST, ALTADENA, CA 91001",34.1854399,-118.1248686
93238,No Damage,345.0,Baker ,Street,Copperopolis,CA,95228.0,TCU,Calaveras,,6/17/2024 12:00:00 AM,Fire,,Commercial Building Multi Story,Nonresidential Commercial,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,114686.0,2001.0,"345 BAKER ST, COPPEROPOLIS, CA 95228",37.9836421,-120.6400783
84399,No Damage,178.0,Hot Springs ,Road,Greenville,CA,95947.0,LMU,Plumas,Greenville ,7/13/2021 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39263.0,,178 HOT SPRINGS RD GREENVILLE CA 95947,40.1402831390224,-120.937049696004
80378,Destroyed (>50%),7875.0,Tamarack ,Avenue,Twin Bridges,CA,95735.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',33758.0,,7875 TAMARACK AVE TWIN BRIDGES CA 95735,38.8170041977256,-120.078239242249
128322,No Damage,769.0,Wildomar ,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,,,143661.0,1947.0,"769 WILDOMAR, PACIFIC PALISADES, CA 90272",34.048007,-118.5355418
39100,Destroyed (>50%),5859.0,Crestview ,Drive,Paradise Southwest B,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Single Pane,Wood,No Deck/Porch,Unknown,No Fence,,,67935.0,1948.0,5859  CRESTVIEW DR   PARADISE CA 95969,39.7628892343957,-121.634591359613
32407,Destroyed (>50%),14076.0,Temple,Circle,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,17208.0,1976.0,14076  TEMPLE CIR   MAGALIA CA 95954,39.819190398871,-121.600165125961
122192,Destroyed (>50%),1348.0,Duende,Lane,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,307036.0,1973.0,"1348 DUENDE LN, PACIFIC PALISADES, CA 90272",34.0600974,-118.5482493
79227,Destroyed (>50%),24.0,Hart,Lane,,CA,96010.0,SHU,Trinity,,8/7/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,25180.0,,24 Hart Ln CA 96010,40.7422829079695,-123.210928951076
42895,Destroyed (>50%),13629.0,Skyway ,Road,Magalia,CA,,BTU,Butte,Magalia ,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,92950.0,1972.0,13629  SKYWAY     MAGALIA CA 95954,39.8030118683788,-121.579432191562
113178,Destroyed (>50%),417.0,W Altadena,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Unknown,Unknown,Masonry/Concrete,Unknown,Unknown,Non Combustible,,,202936.0,1922.0,"411 W ALTADENA DR, ALTADENA, CA 91001",34.197817,-118.1550398
70904,Destroyed (>50%),690.0,Colina Vista,Street,Ventura,CA,0.0,VNC,Ventura,,12/4/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Multi Pane, , , ,,,,148796.0,1959.0,690 COLINA VISTA VENTURA CA 93003,34.2908561723445,-119.204637595251
16168,Destroyed (>50%),8663.0,Pleasants Valley ,Road,,CA,,LNU,Solano,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Unknown,Unknown,Unknown,No Fence,,,953771.0,2012.0,8655 PLEASANTS VALLEY RD WINTERS CA 95694,38.4900430772792,-122.033370437595
70405,Destroyed (>50%),1997.0,Tall Pine,Drive,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,,,,493066.0,,1997 TALL PINE CIR SANTA ROSA CA 95403,38.491782019881,-122.70757771042
29829,Destroyed (>50%),1850.0,June,Way,Paradise Northeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,>50',529020.0,1977.0,1850  JUNE WAY   PARADISE CA 95969,39.7750042054307,-121.572249365856
75624,No Damage,11271.0,Brooks,Road,Unincorporated,CA,,LNU,Sonoma,Windsor,10/23/2019 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,75054.0,1941.0,11271 BROOKS RD WINDSOR CA 95492,38.5793443378163,-122.793033158807
44659,Destroyed (>50%),6593.0,Pentz,Road,Paradise Northeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,School,Nonresidential Commercial,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,1900.0,6593  PENTZ RD   PARADISE CA 95969,39.7760547988518,-121.581456359103
11415,Destroyed (>50%),580.0,Lommel,Road,,CA,,LNU,Napa,Calistoga,9/27/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Metal,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,54139901.0,1907.0,580 LOMMEL RD CALISTOGA CA 94515,38.5805043189741,-122.508438353583
100984,Destroyed (>50%),32.0, Cerro Crest ,Drive,Camarillo,CA,93010.0,VNC,Ventura,,11/6/2024 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,,,632142.0,1963.0,"32 CERRO CREST DR, CAMARILLO, CA 93010",34.2450412,-119.0618127
92122,No Damage,1147.0,Kentucky Flat,Road,Georgetown,CA,95634.0,AEU,El Dorado,Volcanoville,9/6/2022 12:00:00 AM,Fire,Dozer Fuel Break,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,>30,30-50',70144.0,1985.0,"1147 KENTUCKY FLAT RD, GEORGETOWN, CA 95634",38.98462557,-120.73795718
6221,No Damage,42825.0,Shaver Lake ,Road,,CA,0.0,FKU,Fresno,Shaver Lake ,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,1120040.0,0.0,42825 HWY ONE SIXTY EIGHT SHAVER LAKE CA 93664,37.1290277920864,-119.314537835656
99083,No Damage,26732.0,Raven,Road,Wrightwood,CA,92397.0,LAC,Los Angeles,,9/8/2024 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,303789.0,1981.0,"26732 RAVEN RD, WRIGHTWOOD, CA 92397",34.3598751,-117.653246
95371,No Damage,10525.0,Cohasset ,Road,Cohasset,CA,95973.0,BTU,Butte,,7/24/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,No Eaves,No Vents,Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,394191.0,2006.0,"10525 COHASSET RD, COHASSET, CA 95973",39.9457805,-121.7230243
63350,Destroyed (>50%),13501.0,N. Busch,Road,Unincorporated,CA,0.0,MEU,Mendocino,Potter Valley,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,,,,66573.0,0.0,13501 N BUSCH RD,39.3459927898725,-123.135810089676
119224,No Damage,3131.0,Doyne,Road,Pasadena,CA,91107.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,>50',391044.0,1950.0,"3131 DOYNE RD, PASADENA, CA 91107",34.1734798,-118.0867448
13419,No Damage,1230.0,Oakwood,Lane,,CA,,LNU,Napa,St. Helena ,9/27/2020 12:00:00 AM,Fire,Combination of Actions,Single Family Residence Multi Story,Single Residence,,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,0-10,,3745440.0,2010.0,1230 OAKWOOD LN SAINT HELENA CA 94574,38.5146239773324,-122.447864991704
18842,No Damage,2717.0,Sales,Lane,,CA,,LNU,Napa,Fairfield,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,>50',299928.0,1910.0,2717 SALES LN FAIRFIELD CA 94534,38.3163411689262,-122.093557293933
106588,No Damage,401.0,Churchill,Road,Sierra Madre,CA,91024.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,0-10,,96788.0,1957.0,"401 CHURCHILL RD, SIERRA MADRE, CA 91024",34.1706095,-118.046257
32548,Destroyed (>50%),13679.0,South Park ,Drive,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Enclosed,Unscreened,Combustible,Single Pane,Wood,Wood,Combustible,Combustible,>30,,38634.0,1980.0,13697 S PARK DR   MAGALIA CA 95954,39.8056449422679,-121.597687124148
119541,No Damage,1797.0,Fiske,Avenue,Pasadena,CA,91104.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,Unscreened,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,341347.0,1930.0,"1797 FISKE AVE, PASADENA, CA 91104",34.1768255,-118.1346018
