OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
66686,Destroyed (>50%),11870.0,West,Road,Unincorporated,CA,0.0,MEU,Mendocino,Redwood valley ,10/8/2017 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Fire Resistant,Not Applicable,Screened,Combustible,Single Pane, , , ,,,,0.0,0.0,11950 WEST RD,39.3115656910074,-123.228547885425
1602,Destroyed (>50%),11108.0,Juniper Hills ,Road,,CA,,LAC,Los Angeles,,9/6/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,Unknown,Metal,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,,135072.0,1991.0,11108 JUNIPER HILLS RD LITTLEROCK CA 93543,34.4341105196991,-117.933164745425
98666,No Damage,6383.0,Emmerton ,Lane,Highland,CA,92346.0,BDU,San Bernardino,Highland ,9/5/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Non Combustible,,,270913.0,2005.0,"6383 EMMERTON LN, HIGHLAND, CA 92346",34.137864,-117.1715365
24081,No Damage,589.0,Redwood,Drive,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,282599.0,1936.0,589 REDWOOD DR BOULDER CREEK CA 95006,37.1748934137726,-122.144981658698
117337,No Damage,491.0,Royce,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,30-50',186439.0,1946.0,"491 ROYCE ST, ALTADENA, CA 91001",34.1891662,-118.1607883
70469,Destroyed (>50%),1285.0,Wikiup ,Drive,Unincorporated,CA,0.0,LNU,Sonoma,Larkfield-Wikiup,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Combustible,Unknown,Screened,Combustible,Multi Pane, , , ,,,,467218.0,,1285 WIKIUP DR SANTA ROSA CA 95403,38.5106417727645,-122.744437079527
91660,No Damage,17303.0,State Highway 96,Other,Klamath River,CA,96050.0,SKU,Siskiyou,,7/29/2022 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,,,50622.0,0.0,17303 STATE HIGHWAY 96 KLAMATH RIVER 96050 CA,41.86814386,-122.81922874
99862,No Damage,3635.0,Serra,Road,Malibu,CA,90265.0,LAC,Los Angeles,,12/9/2024 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,,,412605.0,1974.0,"3635 SERRA RD, MALIBU, CA 90265",34.0401501,-118.679972
75527,No Damage,220.0,Fir,Circle,Healdsburg,CA,,LNU,Sonoma,Healdsburg,10/23/2019 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,268651.0,1973.0,220 FIR CIR HEALDSBURG CA 95448,38.6104623099232,-122.846853981714
130645,No Damage,20092.0,Observation,Drive,,CA,0.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,,,262430.0,,,34.0751607,-118.5997817
96305,Destroyed (>50%),9627.0,Cohasset,Road,Cohasset,CA,95973.0,BTU,Butte,,7/24/2024 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Wood,Unknown,Wood,No Deck/Porch,Unknown,Non Combustible,,,113584.0,1947.0,"9627 COHASSET RD, COHASSET, CA 95973",39.9165488,-121.7371627
109491,No Damage,603.0,Alameda,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Non Combustible,,,274554.0,1952.0,"603 ALAMEDA ST, ALTADENA, CA 91001",34.1838257,-118.1378656
117412,No Damage,3685.0,Alder,Lane,Pasadena,CA,91107.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,291360.0,1955.0,"3685 ALDER LN, PASADENA, CA 91107",34.1725137,-118.0737269
88863,No Damage,12.0,Employee Housing,Road,Johnsondale ,CA,93238.0,TUU,Tulare,Johnsondale,9/10/2021 12:00:00 AM,Fire,Combination of Actions,Mobile Home Single Wide,Single Residence,,Asphalt,No Eaves,No Vents,Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,,533980.0,,354  SCHOOL ST CA 93238,35.9688238856874,-118.539239652158
47661,Destroyed (>50%),1905.0,Paige,Lane,Paradise Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,154782.0,1978.0,1905  PAIGE LN   PARADISE CA 95969,39.7695305197475,-121.57126547616
108747,Destroyed (>50%),159.0,W Las Flores,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,115225.0,1952.0,"159 W LAS FLORES DR, ALTADENA, CA 91001",34.2005711,-118.1481871
58076,Destroyed (>50%),3763.0,Paxton ,Place,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane, , , ,,,,557372.0,,3763 PAXTON PL SANTA ROSA CA 95404,38.4862391676651,-122.692080797995
29480,Destroyed (>50%),1739.0,Arany,Road,Paradise Northeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,163200.0,1977.0,1739  ARANY CT   PARADISE CA 95969,39.7947073552945,-121.577598256655
27452,No Damage,109.0,Kestrel ,,,CA,,ORC,Orange,,10/26/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,,,272742.0,2015.0,60 KESTREL IRVINE CA 92618,33.7022871586694,-117.729070975879
124728,No Damage,16601.0,Akron,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,172252.0,1957.0,"16601 AKRON ST, PACIFIC PALISADES, CA 90272",34.0506222,-118.5437813
27808,No Damage,132.0,Desert Bloom,,,CA,,ORC,Orange,,10/26/2020 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Tile,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,235133.0,2012.0,184 DESERT BLOOM IRVINE CA 92618,33.6957949960938,-117.710291576287
128744,Destroyed (>50%),830.0,Iliff,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,48986.0,1937.0,"830 ILIFF ST, PACIFIC PALISADES, CA 90272",34.0446179,-118.518036
90313,No Damage,34475.0,Appleseed ,Lane,Hemet,CA,92544.0,RRU,Riverside,,9/5/2022 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,127344.0,1948.0,34475 APPLESEED LN HEMET 92544 CA,33.61617787,-116.82876289
84336,No Damage,110.0,Goose Bay View,Trail,Chester,CA,96020.0,LMU,Plumas,LAKE ALMANOR WEST,7/13/2021 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,21-30,,269895.0,,110 GOOSE BAY VIEW TRL CHESTER CA 96020,40.2377300950964,-121.215977943688
94139,No Damage,19211.0,E Liberty,Road,Clements,CA,95227.0,AEU,San Joaquin,,7/19/2024 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,499794.0,2007.0,"19199 E LIBERTY RD, CLEMENTS, CA 95227",38.2360527,-121.0805013
49134,Destroyed (>50%),5635.0,Trancas Canyon,Road,Los Angeles County,CA,,LAC,Los Angeles,Trancas Vinyard,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,,76079.0,1936.0,5635 TRANCAS CANYON RD MALIBU CA 90265,34.0464446432487,-118.850259296186
128054,Destroyed (>50%),1104.0,Via De La Paz,,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Masonry/Concrete,Combustible,Non Combustible,,,655656.0,1989.0,"1104 VIA DE LA PAZ, PACIFIC PALISADES, CA 90272",34.0490713,-118.526329
91519,No Damage,538.0,Oak Knoll ,Road,,CA,,SKU,Siskiyou,,7/29/2022 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,No Eaves,"Mesh Screen > 1/8""""",Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,1997.0,   ,41.83992472,-122.85135556
23995,No Damage,235.0,Wildrose,Terrace,,CA,,CZU,Santa Cruz,Boulder Creek,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,88375.0,1941.0,235 WILDROSE TER BOULDER CREEK CA 95006,37.1595072726823,-122.137805117606
29436,Destroyed (>50%),6086.0,Maxwood,Road,Paradise Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,58155.0,1963.0,6086  MAXWOOD DR   PARADISE CA 95969,39.7676789039076,-121.584581400347
78230,No Damage,25380.0,Pineview ,Drive,Colfax ,CA,95713.0,NEU,Placer,,8/4/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Vinyl,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,>30,,208479.0,,25380 PINEVIEW DR COLFAX CA 95713,39.1155706468094,-120.966898187731
104891,No Damage,3376.0,Monterosa,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,425976.0,1964.0,"3376 MONTEROSA DR, ALTADENA, CA 91001",34.2023661,-118.1330895
39846,Destroyed (>50%),14161.0,Creston,Road,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Wood,No Deck/Porch,Combustible,Non Combustible,21-30,,25898.0,1978.0,14161  ELMIRA CIR   MAGALIA CA 95954,39.8247033113465,-121.602759821625
20630,No Damage,0.0,,,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,352017.0,1950.0,2460 PINE FLAT RD SANTA CRUZ CA 95060,37.0721218139938,-122.143447517652
2764,No Damage,8930.0,Oroville Quincy Highway ,,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,,,110163.0,1958.0,"8926 OROVILLE QUINCY HWY, BERRY CREEK CA 95916",39.6115329066686,-121.440990180283
35627,Destroyed (>50%),13512.0,Wichita,Drive,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,Non Combustible,Combustible,>30,,62243.0,1977.0,13512  WICHITA DR   MAGALIA CA 95954,39.8007283104472,-121.604296780685
16623,Destroyed (>50%),307.0,Carlson,Way,,CA,,LNU,Napa,Napa ,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,86794.0,1968.0,307 CARLSON WAY NAPA CA 94558,38.5112730563882,-122.19320827797
60556,Destroyed (>50%),1112.0,La Grande,Avenue,Napa,CA,0.0,LNU,Napa,Avenues,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Screened,Fire Resistant,Single Pane, , , ,,,,690645.0,1996.0,1112 LA GRANDE AVE,38.3339407309996,-122.246903236125
76708,No Damage,18873.0,Clause,Lane,Lakehead,CA,96051.0,SHU,Shasta,,6/30/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,29382.0,,18873 CLAUS LN LAKEHEAD CA 96051,40.8772325020484,-122.359902077661
86233,No Damage,550.0,Snow Flake ,Road,,CA,95983.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Motor Home,Single Residence,0.0,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,,,550 SNOW FLAKE RD 95983,40.1889098990159,-120.506494860023
25546,No Damage,47401.0,Mines,Road,,CA,,SCU,Santa Clara,,8/18/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,0.0,,MINES RD SAN JOSE CA 95140,37.405003488843,-121.472741044168
53433,No Damage,,,,,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,120000.0,2000.0,825 BUSCHMANN RD PARADISE CA 95969,39.748917951649,-121.619564642476
123524,Destroyed (>50%),980.0,Jacon ,Way,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,30-50',636733.0,1959.0,"980 JACON WAY, PACIFIC PALISADES, CA 90272",34.0548414,-118.5481843
21367,No Damage,0.0,,,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,37.1088339848358,-122.271575887611
58123,No Damage,0.0, ,,Los Angeles ,CA,0.0,LAC,Los Angeles,,12/6/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,4863612.0,1983.0,11667 MORAGA LN LOS ANGELES CA 90049,34.0872649616864,-118.468614718968
103838,No Damage,972.0,Parkman,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Enclosed,Unscreened,Stucco Brick Cement,Single Pane,No Deck/Porch,Masonry/Concrete,Combustible,Non Combustible,,<30',388000.0,1926.0,"972 PARKMAN ST, ALTADENA, CA 91001",34.1997549,-118.1293016
130052,Destroyed (>50%),871.0,Iliff ,Street,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,92383.0,1950.0,"871 ILIFF ST, PACIFIC PALISADES, CA 90272",34.0455533,-118.5188785
56920,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,634729.0,1998.0,3261 WILLIAMS RD OROVILLE CA 95965,39.6697088748943,-121.661711136019
1517,Destroyed (>50%),6.0,Mendocino Pass ,Road,Covelo ,CA,,MEU,Mendocino,Covelo ,8/17/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,28149.0,,36900 MENDOCINO PASS RD COVELO CA 95428,39.8171046168148,-123.029170216322
46367,Destroyed (>50%),5907.0,Hazel ,Way,Paradise Central Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,124786.0,2008.0,5907  HAZEL WAY   PARADISE CA 95969,39.7608600162693,-121.591018661198
87541,No Damage,242.0,Genesee Indian Creek ,Road,Taylorsville,CA,95983.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,218064.0,,242 GENESEE INDIAN CREEK RD TAYLORSVILLE CA 95983,40.0663655003366,-120.682173319928
66955,Destroyed (>50%),20922.0,Santa Cruz,,Middletown,CA,0.0,LNU,Lake,Middletown ,9/12/2015 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Single Pane, , , ,,,,163534.0,,20920 SANTA CRUZ AVE MIDDLETOWN CA 95461,38.7566271956258,-122.629848676283
18954,No Damage,1610.0,Aetna Springs,Lane,,CA,,LNU,Napa,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,340165.0,1940.0,1610 AETNA SPRINGS LN POPE VALLEY CA 94567,38.6669243162373,-122.479048184111
130370,Destroyed (>50%),16321.0,Pacific Coast,Highway,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Mobile Home Double Wide,Single Residence,,Asphalt,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,60393.0,2003.0,"16321 PACIFIC COAST HWY SPC 1, PACIFIC PALISADES, CA 90272",34.0383534,-118.5383162
86630,Destroyed (>50%),85.0,South Main,Street,Greenville,CA,95947.0,LMU,Plumas,Greenville ,7/13/2021 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,0.0,Metal,Unknown,Unknown,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,83518.0,,85 S MAIN ST GREENVILLE CA 95947,40.1359039058224,-120.955659061581
57641,No Damage,43.0,Larkfield Maples ,Court,Unincorporated,CA,0.0,LNU,Sonoma,Larkfield-Wikiup,10/8/2017 12:00:00 AM,Fire,,Multi Family Residence Single Story,Single Residence,,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,,,,24218.0,,43 LARKFIELD MAPLES CT SANTA ROSA CA 95403,38.4991924006282,-122.750668845367
88627,No Damage,11600.0,Calle Real,,Gaviota,CA,93117.0,SBC,Santa Barbara,,10/11/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,22386.0,,11600 CALLE REAL GAVIOTA CA 93117,34.4648184990997,-120.042081142968
98318,Destroyed (>50%),32675.0,Ortega Hwy,,Lake Elsinore,CA,92530.0,RRU,Riverside,,9/9/2024 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,401914.0,1956.0,"32675 ORTEGA HWY, LAKE ELSINORE, CA 92530",33.646631,-117.4197252
49909,Destroyed (>50%),30002.0,Zenith Point ,Road,Malibu,CA,,LAC,Los Angeles,Malibu ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Tile,Unknown,Unknown,Ignition Resistant,Unknown,Masonry/Concrete,Unknown,Combustible,Non Combustible,,,355659.0,1960.0,30002 ZENITH POINT RD MALIBU CA 90265,34.0367599256874,-118.827563434195
118744,No Damage,2020.0,Newport,Avenue,Pasadena,CA,91103.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,94612.0,1947.0,"2020 NEWPORT AVE, PASADENA, CA 91103",34.1805258,-118.1582503
113354,No Damage,1364.0,N Valencia,Avenue,Pasadena,CA,91104.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,<30',42383.0,1946.0,"1364 VALENCIA AVE, PASADENA, CA 91104",34.1697384,-118.0990106
88605,No Damage,15550.0,Calle Real ,,Goleta ,CA,93117.0,SBC,Santa Barbara,,10/11/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,709177.0,,15550 US HIGHWAY 101 GOLETA CA 93117,34.4785112747135,-120.153752151445
57531,No Damage,4600.0,Lavell,Road,Unincorporated,CA,0.0,LNU,Sonoma,Larkfield-Wikiup,10/8/2017 12:00:00 AM,Fire,,School,Nonresidential Commercial,,Fire Resistant,Unenclosed,No Vents,Fire Resistant,Multi Pane, , , ,,,,134581.0,,4600 LAVELL ROAD  *FIELD COLLECTED,38.5031410712515,-122.75944330789
33675,Destroyed (>50%),6767.0,Rue Rosso,,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,,93793.0,1997.0,6767  RUE ROSSO   3 MAGALIA CA 95954,39.8122231663662,-121.581399749969
20498,No Damage,17380.0,Cachagua,Road,Carmel Valley,CA,,BEU,Monterey,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,52020.0,,   ,36.4234267074054,-121.685292952476
82194,No Damage,1620.0,Pawnee,Drive,South Lake Tahoe,CA,96150.0,AEU,El Dorado,Meyers,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,349093.0,,1620 PAWNEE DR SOUTH LAKE TAHOE CA 96150,38.8512037987274,-119.999944790505
80755,Destroyed (>50%),10380.0,Grizzly Flat ,Road,,CA,,AEU,El Dorado,Grizzly Flats,8/14/2021 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,>30,,,,,38.6348433639771,-120.525999392289
8775,Destroyed (>50%),40709.0,Acorn ,Road,,CA,0.0,FKU,Fresno,Auberry ,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,>30,,180000.0,2005.0,40709 ACORN RD AUBERRY CA 93602,37.0994861599403,-119.420145247406
