Unnamed: 0.1,Unnamed: 0,_Damage,_Street_Number,_Street_Name,_Street_Type_eg_road_drive_lane_etc,_City,_CAL_FIRE_Unit,Incident_Start_Date,_Structure_Type,Structure_Category,_Roof_Construction,_Eaves,_Vent_Screen,_Exterior_Siding,_Window_Pane,_DeckPorch_On_Grade,_DeckPorch_Elevated,_Patio_CoverCarport_Attached_to_Structure,_Fence_Attached_to_Structure,Assessed_Improved_Value_parcel,Year_Built_parcel,Latitude,Longitude
8667,8667,Destroyed (>50%),1940.0,Dogwood,Drive,Santa Rosa,LNU,10/8/2017 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane, , , ,No Fence,192154.0,1966.0,38.4766024212665,-122.74913802719
8984,8984,No Damage,140.0,San Miguel,Drive,Camarillo,VNC,11/6/2024 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,450323.0,1978.0,34.2443112,-119.0527783
5211,5211,No Damage,91.0,Parson Brown,Unknown,Unknown,ORC,10/26/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,684891.0,2013.0,33.7040516201342,-117.715874026364
6222,6222,Destroyed (>50%),5975.0,Maxwell,Drive,Paradise Central Southwest B,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,Unscreened,Combustible,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,31212.0,1973.0,39.7644349133121,-121.613493481036
486,486,No Damage,12.0,Employee Housing,Road,Johnsondale ,TUU,9/10/2021 12:00:00 AM,Mobile Home Single Wide,Single Residence,Asphalt,No Eaves,No Vents,Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,533980.0,1966.0,35.9688238856874,-118.539239652158
9567,9567,Destroyed (>50%),13575.0,Kincaid,Road,San Jose ,SCU,8/18/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,46475.0,1966.0,37.3665586052435,-121.67131328199
4559,4559,Destroyed (>50%),451.0,W Palm,Street,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,142290.0,1929.0,34.1998358,-118.154964
3799,3799,No Damage,21051.0,Saddle Peak,Road,Topanga,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Combustible,911371.0,1980.0,34.0693443,-118.6114032
971,971,Destroyed (>50%),45935.0,Jojoba,Road,Aguanga,RRU,10/30/2023 12:00:00 AM,Mobile Home Single Wide,Single Residence,Metal,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,15458.0,1969.0,33.4577182,-116.8478862
2854,2854,Destroyed (>50%),1590.0,Young,Avenue,Paradise Southeast A,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,247500.0,1967.0,39.7663745990396,-121.586339021574
369,369,No Damage,211.0,Alma Real,Drive,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,3460316.0,2019.0,34.0332341,-118.5249019
7816,7816,Destroyed (>50%),0.0,Barkerhouse Creek,Road,Unknown,SKU,7/29/2022 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,47438.0,1983.0,41.82782646,-122.84547553
4187,4187,Destroyed (>50%),1280.0,Wagstaff,Road,Paradise Northwest A,BTU,11/8/2018 12:00:00 AM,Mobile Home Single Wide,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1655858.0,1982.0,39.7767614083084,-121.59935063068
6494,6494,Destroyed (>50%),15413.0,Via De Las Olas,Unknown,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,2989075.0,1996.0,34.0363116,-118.5303901
9393,9393,Destroyed (>50%),7677.0,Carmelita,Way,Unknown,LNU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,159866.0,1966.0,38.4368775297879,-122.030612642012
5685,5685,No Damage,2767.0,Mandeville Canyon,Road,Los Angeles,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,832320.0,1953.0,34.0899275,-118.504035
5237,5237,No Damage,185.0,W Altadena,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Church,Nonresidential Commercial,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,166348.0,1949.0,34.1961437,-118.1507873
5637,5637,No Damage,3495.0,Soda Canyon,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane, , , ,No Fence,405662.0,2004.0,38.443406110062,-122.290652880192
3404,3404,Destroyed (>50%),3529.0,Deer Park ,Drive,Santa Rosa,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane, , , ,No Fence,284044.0,1966.0,38.4778580310068,-122.699818240862
9372,9372,Destroyed (>50%),3741.0,Espresso,Court,Santa Rosa,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane, , , ,No Fence,272000.0,1966.0,38.4820330126309,-122.750463958515
4379,4379,Destroyed (>50%),16984.0,Catalina,Way,Unincorporated,SHU,7/23/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,174900.0,1991.0,40.6160027050196,-122.431660531127
133,133,Destroyed (>50%),6665.0,Wandermere,Road,Malibu,LAC,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,Unscreened,Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,194378.0,1955.0,34.015276380544,-118.809981029837
770,770,Destroyed (>50%),3820.0,Clear Ridge,Road,Santa Rosa,LNU,10/8/2017 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane, , , ,No Fence,648456.0,1966.0,38.4796489429191,-122.699557061982
8192,8192,No Damage,17474.0,Tramonto,Drive,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,769985.0,1991.0,34.0420258,-118.5577055
9624,9624,Destroyed (>50%),3287.0,Tonia ,Avenue,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,42620.0,1947.0,34.2004781,-118.1417904
5612,5612,No Damage,Unknown,Unknown,Unknown,Unknown,BTU,11/8/2018 12:00:00 AM,Single Family Residence Multi Story,Single Residence, , , , , , , , ,No Fence,293107.0,1979.0,39.7561900418223,-121.575878697945
1872,1872,Destroyed (>50%),2625.0,Highview ,Avenue,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,35552.0,1926.0,34.1900641,-118.1474208
958,958,Destroyed (>50%),5330.0,Pentz,Road,Paradise Southeast B,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,No Eaves,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,99428.0,1962.0,39.7347130000527,-121.57265690006
1865,1865,Destroyed (>50%),160.0,Hot Springs ,Road,Greenville,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,37180.0,1966.0,40.1400090321871,-120.938354219578
4759,4759,No Damage,178.0,Leafy Pass ,Unknown,Unknown,ORC,10/26/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,1289298.0,1966.0,33.7549988475031,-117.748410281913
3667,3667,No Damage,7899.0,Saint Helena ,Road,Unknown,LNU,9/27/2020 12:00:00 AM,Commercial Building Single Story,Nonresidential Commercial,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1141635.0,1991.0,38.5296809164201,-122.602179250398
3431,3431,No Damage,29230.0,Highway 101,Unknown,Willits,MEU,9/7/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,5387.0,1966.0,39.4908987167151,-123.363478016644
809,809,No Damage,3793.0,Diamond Mountain ,Road,Taylorsville,LMU,7/13/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Enclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,3872.0,1966.0,40.1520053795495,-120.812210614358
7798,7798,No Damage,Unknown,Unknown,Unknown,Unincorporated,BTU,11/8/2018 12:00:00 AM,Commercial Building Single Story,Nonresidential Commercial, , , , , , , , ,No Fence,159866.0,1966.0,39.818839248319,-121.590403943151
8183,8183,Destroyed (>50%),650.0,Kenilworth,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane, , , ,No Fence,551160.0,1933.0,38.4155226579549,-122.558595213448
2334,2334,No Damage,600.0,N Auburn,Avenue,Sierra Madre,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,932469.0,1926.0,34.1731025,-118.0546429
2063,2063,Destroyed (>50%),22108.0,Pacific Coast,Highway,Malibu,LAC,1/7/2025 8:45:00 PM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,111550.0,2002.0,34.038732,-118.6560642
515,515,Destroyed (>50%),980.0,Jacon ,Way,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,636733.0,1959.0,34.0548414,-118.5481843
5870,5870,No Damage,330.0,Mesa ,Road,Unknown,BEU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,387527.0,1976.0,36.5837319897607,-121.63438430333
5300,5300,No Damage,456.0,Arbramar,Avenue,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,277622.0,1938.0,34.041203,-118.5359485
166,166,Destroyed (>50%),5927.0,Del Mar,Avenue,Paradise Central Southeast A,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,179000.0,1965.0,39.7612930423499,-121.598006494097
4321,4321,No Damage,922.0,Rivas Canyon,Road,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,749729.0,1957.0,34.0470396,-118.5142759
108,108,No Damage,8245.0,Highway 128,Unknown,Unincorporated,LNU,10/23/2019 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,637500.0,1961.0,38.6582212171476,-122.79695740421
837,837,Destroyed (>50%),426.0,Paramount ,Street,Santa Rosa,LNU,10/8/2017 12:00:00 AM,Mobile Home Double Wide,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Fire Resistant,Multi Pane, , , ,No Fence,20551.0,1966.0,38.4729283715236,-122.729543793651
155,155,No Damage,203.0,Elkhorn ,Unknown,Unknown,ORC,10/26/2020 12:00:00 AM,Multi Family Residence Multi Story,Multiple Residence,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,159866.0,1966.0,33.6989933144026,-117.701896318697
1442,1442,Destroyed (>50%),1140.0,Iliff,Street,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,1177953.0,2009.0,34.0506413,-118.5194978
2984,2984,No Damage,Unknown,Unknown,Unknown,Unincorporated,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence, , , , , , , , ,No Fence,145137.0,1997.0,39.8016383512124,-121.601481486636
6052,6052,Destroyed (>50%),12665.0,Maple Glen,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane, , , ,No Fence,410542.0,1963.0,38.3858312782471,-122.481897713854
9295,9295,Destroyed (>50%),0.0,Sawmill Flat,Road,Unincorporated,LNU,9/12/2015 12:00:00 AM,Infrastructure,Infrastructure,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Fire Resistant,Multi Pane, , , ,No Fence,159866.0,1966.0,38.8072374735791,-122.740636402782
9330,9330,No Damage,1300.0,Wooden Valley ,Road,Unknown,LNU,8/16/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,723217.0,1972.0,38.3848321786659,-122.19241482752
9190,9190,Destroyed (>50%),15270.0,Mountain Shadow ,Drive,Unincorporated,SHU,7/23/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,373909.0,1992.0,40.5409174304675,-122.491653467246
5964,5964,Destroyed (>50%),1511.0,Creekside,Court,Pasadena,LAC,1/7/2025 8:02:01 AM,Multi Family Residence Multi Story,Multiple Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,197222.0,1988.0,34.1732472,-118.0965968
2255,2255,Destroyed (>50%),4798.0,Gates,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Fire Resistant,Single Pane, , , ,No Fence,215724.0,1966.0,38.4946829205998,-122.699221368746
355,355,Destroyed (>50%),0.0,Highway 175,Unknown,Unincorporated,LNU,9/12/2015 12:00:00 AM,Mobile Home Double Wide,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane, , , ,No Fence,29416.0,1966.0,38.8017873769694,-122.703745186601
3492,3492,Destroyed (>50%),9172.0,Echo Lakes ,Road,Echo Lake,AEU,8/14/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,No Eaves,No Vents,Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,19064.0,1966.0,38.8319027517614,-120.03788995689
2269,2269,No Damage,34205.0,130,Route,Unknown,SCU,8/18/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,No Vents,Other,No Windows,No Deck/Porch,No Deck/Porch,Combustible,Combustible,12490.0,1966.0,37.3543509407876,-121.595724546001
5203,5203,Destroyed (>50%),5455.0,May,Lane,Paradise Central Southwest A,BTU,11/8/2018 12:00:00 AM,Mobile Home Double Wide,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,21530.0,1950.0,39.7453701033624,-121.622848312724
5624,5624,No Damage,2187.0,Navarro,Avenue,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,168189.0,1940.0,34.183432,-118.1536813
4867,4867,No Damage,173.0,Starlit Mountain ,Road,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,159866.0,1966.0,37.0601182764658,-122.141488011743
7896,7896,No Damage,18780.0,Lawson Hills,Road,Unknown,MVU,9/5/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,45000.0,1966.0,32.7608176178568,-116.742474121929
7729,7729,Destroyed (>50%),6581.0,Rocky,Lane,Paradise Northwest B,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,80204.0,1989.0,39.7836521101912,-121.599095502851
5417,5417,No Damage,1238.0,N Altadena ,Drive,Pasadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,243536.0,1949.0,34.1674664,-118.0978136
2297,2297,Destroyed (>50%),7106.0,Clark,Road,Paradise Northeast A,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,Unscreened,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,98500.0,1940.0,39.7917931177921,-121.584783277843
8968,8968,Destroyed (>50%),2148.0,Crawford,Avenue,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,200000.0,1925.0,34.1824066,-118.13265
4916,4916,Destroyed (>50%),0.0,INDIAN CREEK RD,Unknown,Unknown,SKU,9/8/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,159866.0,1970.0,41.8752968800608,-123.413194602307
6665,6665,Destroyed (>50%),5050.0,George,Road,Unincorporated,LNU,7/27/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,210132.0,1970.0,38.9805698818427,-122.915346343165
7873,7873,No Damage,239.0,Wykoff,Drive,Unknown,LNU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Wood,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,230901.0,1966.0,38.3597835492933,-122.017840726781
631,631,Destroyed (>50%),12980.0,Mohoc,Way,Concow/Yankee Hill,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,41616.0,1978.0,39.7748142335773,-121.499746449768
6987,6987,No Damage,0.0,Unknown,Unknown,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,540600.0,1966.0,37.1403077792662,-122.31783738291
1611,1611,No Damage,4045.0,Saint Helena Highway,Other,Unknown,LNU,9/27/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,"Mesh Screen > 1/8""""",Other,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,39286207.0,1966.0,38.5579592222341,-122.542297602068
3662,3662,Destroyed (>50%),200.0,Mantua,Road,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,218076.0,1951.0,34.0403023,-118.5466713
2884,2884,Destroyed (>50%),5411.0,Spring Rock ,Court,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane, , , ,No Fence,171580.0,1966.0,38.5246303909079,-122.721506623398
233,233,No Damage,1962.0,Capell Valley ,Road,Unknown,LNU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,3066452.0,1979.0,38.471961284398,-122.2345573559
5763,5763,Destroyed (>50%),2320.0,Mark West Springs,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Mobile Home Single Wide,Single Residence,Combustible,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane, , , ,No Fence,4962.0,1966.0,38.5439367299479,-122.718826975855
8009,8009,No Damage,1148.0,Alden,Way,Somerset,AEU,8/14/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,23312.0,1966.0,38.5929272635983,-120.60080753272
9334,9334,Destroyed (>50%),7255.0,Nikki,Trail,Mountain Ranch,TCU,9/9/2015 12:00:00 AM,Mobile Home Double Wide,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane, , , ,No Fence,8800.0,1966.0,38.2334762520752,-120.592989546006
7009,7009,No Damage,63000.0,Mountain Springs ,Road,Unknown,MMU,9/4/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,40004.0,1966.0,37.1784542836805,-119.415950859732
9927,9927,Destroyed (>50%),5471.0,S Libby,Road,Paradise Central Southeast B,BTU,11/8/2018 12:00:00 AM,Mobile Home Single Wide,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,532357.0,1964.0,39.7463969199658,-121.596950952078
6406,6406,No Damage,18024.0,Sea Reef,Drive,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,653967.0,1965.0,34.0469903,-118.5697928
5828,5828,Destroyed (>50%),1012.0,Via Arroyo,Unknown,Ventura,VNC,12/4/2017 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Fire Resistant,Multi Pane, , , ,No Fence,187445.0,1965.0,34.2943503455862,-119.207997088699
6092,6092,No Damage,219.0,Somerville ,Road,Unknown,LNU,9/27/2020 12:00:00 AM,Multi Family Residence Single Story,Multiple Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,133578.0,1964.0,38.454731216787,-122.621365574238
2271,2271,Destroyed (>50%),1000.0,Stewart,Street,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,414234.0,1991.0,37.1737929721733,-122.149059781017
