Unnamed: 0.1,Unnamed: 0,_Damage,_Street_Number,_Street_Name,_Street_Type_eg_road_drive_lane_etc,_City,_CAL_FIRE_Unit,Incident_Start_Date,_Structure_Type,Structure_Category,_Roof_Construction,_Eaves,_Vent_Screen,_Exterior_Siding,_Window_Pane,_DeckPorch_On_Grade,_DeckPorch_Elevated,_Patio_CoverCarport_Attached_to_Structure,_Fence_Attached_to_Structure,Assessed_Improved_Value_parcel,Year_Built_parcel,Latitude,Longitude
7454,7454,No Damage,3440.0,Hidden Valley ,Lane,Unknown,LNU,8/16/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,681660.0,1991.0,38.3166068382277,-122.037417242847
6528,6528,Destroyed (>50%),22.0,Town Hill,Way,Unknown,BTU,9/9/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,126804.0,1992.0,39.6418215769216,-121.424640924757
5406,5406,Destroyed (>50%),6503.0,Shaw,Circle,Magalia,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,65085.0,1978.0,39.8110240269407,-121.594732664892
9650,9650,Destroyed (>50%),373.0,W Mendocino,Street,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,26601.0,1927.0,34.1941118,-118.1560878
8564,8564,Destroyed (>50%),7810.0,Foothill Ridge,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Fire Resistant,Multi Pane, , , ,No Fence,2073840.0,1966.0,38.5277939775037,-122.678875646862
9365,9365,Destroyed (>50%),272.0,Laurel,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,157613.0,1950.0,34.2015544,-118.1503221
8448,8448,No Damage,3375.0,Sackett ,Lane,Unknown,LNU,8/16/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Enclosed,No Vents,Wood,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,639871.0,1966.0,38.5091993998167,-122.04980435215
6730,6730,No Damage,6666.0,Saint Helena ,Road,Unknown,LNU,9/27/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1006958.0,1974.0,38.5229665573671,-122.62523866328
3188,3188,Destroyed (>50%),1215.0,Lokoya,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,Screened,Combustible,Single Pane, , , ,No Fence,116167.0,1948.0,38.3709612528458,-122.431058548496
2840,2840,Destroyed (>50%),144.0,Eagle Child,Road,Feather Falls,BTU,8/29/2017 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane, , , ,No Fence,53809.0,1969.0,39.5828978199268,-121.282172619458
1392,1392,Destroyed (>50%),0.0,WIshon,Drive,Unknown,TUU,8/19/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,100253.0,1966.0,36.1984447433985,-118.651610680006
7895,7895,Destroyed (>50%),17294.0,Avenida de la Herradura ,Unknown,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,250468.0,1977.0,34.0789239,-118.5635978
4775,4775,Destroyed (>50%),544.0,San Clemente,Way,Camarillo,VNC,11/6/2024 12:00:00 AM,Single Family Residence Single Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,183957.0,1977.0,34.2480248,-119.0460074
4563,4563,Destroyed (>50%),2109.0,Lake,Avenue,Altadena,LAC,1/7/2025 8:02:01 AM,Commercial Building Single Story,Nonresidential Commercial,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,353475.0,1926.0,34.1820635,-118.131917
8585,8585,No Damage,215.0,Lorine,Lane,Malibu,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,123903.0,1975.0,34.0742128,-118.6665434
5974,5974,No Damage,18335.0,Big Basin,Way,Unknown,CZU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,417088.0,1945.0,37.1710964107134,-122.171780504783
5476,5476,Destroyed (>50%),97.0,Kaelin ,Road,Unknown,BTU,9/9/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,0.0,1966.0,39.6771384497508,-121.325647282929
7954,7954,Destroyed (>50%),846.0,Galloway,Street,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Non Combustible,22824.0,1925.0,34.044611,-118.5202914
9681,9681,Destroyed (>50%),7400.0,Pine Grove,Road,Unincorporated,VNC,12/4/2017 12:00:00 AM,Motor Home,Single Residence,Combustible,Not Applicable,"Mesh Screen > 1/8""""",Combustible,Single Pane, , , ,No Fence,0.0,1966.0,34.4064462758096,-119.078902347988
3837,3837,Destroyed (>50%),2786.0,Highview ,Avenue,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,351234.0,1947.0,34.1924298,-118.1456127
6152,6152,Destroyed (>50%),650.0,Sunset,Drive,Paradise Southwest B,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,71400.0,1964.0,39.7683536626613,-121.627144183075
9464,9464,Destroyed (>50%),8250.0,Archer,Road,Unknown,SHU,9/27/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,Unscreened,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,159866.0,1966.0,40.5236032832898,-122.578689716972
4850,4850,Destroyed (>50%),18450.0,Coastline,Drive,Malibu,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,670001.0,1962.0,34.0410701,-118.5768052
5349,5349,Destroyed (>50%),5538.0,S. Libby,Road,Paradise Central Southeast B,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,125256.0,1958.0,39.7483422717363,-121.593447016719
714,714,Destroyed (>50%),27487.0,Latigo Bay View,Drive,Malibu,LAC,11/8/2018 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1530000.0,2001.0,34.0384475505825,-118.77362393845
6340,6340,No Damage,10.0,Longhorn Ridge ,Road,Unknown,LNU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,652800.0,1966.0,38.4136742624453,-122.197942661825
9761,9761,Destroyed (>50%),0.0,Bunny ,Drive,Unknown,MVU,9/5/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1966.0,32.7626818555595,-116.741945722997
4357,4357,No Damage,0.0,Unknown,Unknown,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,363344.0,1968.0,37.0809741279454,-122.142230357935
7509,7509,Destroyed (>50%),5110.0,Pentz,Road,Unincorporated,BTU,11/8/2018 12:00:00 AM,Mobile Home Single Wide,Single Residence,Metal,No Eaves,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,1859754.0,1986.0,39.729950517179,-121.568646067843
2890,2890,Destroyed (>50%),1656.0,Hucka,Lane,Paradise Northeast A,BTU,11/8/2018 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,129344.0,1976.0,39.7915294802814,-121.582981499928
9078,9078,Destroyed (>50%),2359.0,Stearns,Road,Paradise Southeast B,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,172677.0,1978.0,39.7413637454056,-121.569894924616
8473,8473,No Damage,2323.0,Wasabe,Drive,South Lake Tahoe,AEU,8/14/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,Combustible,273625.0,1966.0,38.8450479621051,-120.02026187859
3434,3434,No Damage,2375.0,Harness,Drive,Unknown,LNU,8/16/2020 12:00:00 AM,Mobile Home Double Wide,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,98000.0,1990.0,38.7011694185588,-122.378284995921
4339,4339,No Damage,1600.0,Emerald Bay,Unknown,Laguna Beach,ORC,2/10/2022 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,454246.0,1970.0,33.55866274,-117.8084269
3133,3133,Destroyed (>50%),1714.0,Chastain Parkway E,Unknown,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,800000.0,1996.0,34.0748727,-118.5479788
14,14,Destroyed (>50%),4980.0,Malibu,Drive,Paradise Southeast B,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,301213.0,1991.0,39.73094908588,-121.573542991968
877,877,No Damage,7367.0,Oak Leaf ,Drive,Unknown,LNU,9/27/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,281197.0,1978.0,38.4377185370102,-122.584396261221
1293,1293,No Damage,4806.0,Riverview,Drive,Riverside,RRU,10/31/2019 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,114499.0,1969.0,33.9833570981449,-117.419807451094
6275,6275,Destroyed (>50%),6797.0,Clark,Road,Paradise Northwest A,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,No Vents,Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,119646.0,1962.0,39.7820985123883,-121.588594681371
5513,5513,Destroyed (>50%),21600.0,Big Basin,Way,Unknown,CZU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,159866.0,1966.0,37.182292050565,-122.205325467784
527,527,Destroyed (>50%),85.0,South Main,Street,Greenville,LMU,7/13/2021 12:00:00 AM,Mobile Home Double Wide,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,83518.0,1966.0,40.1359039058224,-120.955659061581
9737,9737,Destroyed (>50%),212.0,Kinder ,Street,Greenville,LMU,7/13/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,19626.0,1966.0,40.1399469175408,-120.956070781934
7989,7989,Destroyed (>50%),12.0,Rockerfeller ,Road,Unknown,BTU,9/9/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,150000.0,1962.0,39.6298245174669,-121.382130859661
9012,9012,Destroyed (>50%),0.0,Middle Creek,Unknown,Unincorporated,SHU,7/23/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,21876.0,1966.0,40.5954483522478,-122.441147937083
5617,5617,Destroyed (>50%),4252.0,Paiute,Drive,Unincorporated,BTU,11/8/2018 12:00:00 AM,Mobile Home Double Wide,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,54641.0,1980.0,39.7143221547722,-121.493933595295
1492,1492,Destroyed (>50%),17765.0,Ponderosa ,Way,Paynes Creek,TGU,7/24/2024 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Other,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,29622.0,2003.0,40.3098994,-121.8112773
5597,5597,No Damage,23332.0,FLUME CANYON,Drive,Wrightwood,LAC,9/8/2024 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,374544.0,1980.0,34.3619175,-117.6524615
5815,5815,Destroyed (>50%),1842.0,Stark,Lane,Paradise Northeast B,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,60309.0,1975.0,39.7736813150276,-121.574646725906
1698,1698,No Damage,6280.0,Melita ,Road,Unknown,LNU,9/27/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,576930.0,1958.0,38.455931226144,-122.625490140356
739,739,Destroyed (>50%),6478.0,Lone Cedar ,Lane,Paradise Northwest A,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,140000.0,1951.0,39.7801711093762,-121.593848709178
8538,8538,Destroyed (>50%),15975.0,Asilomar,Boulevard,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,80093.0,1951.0,34.0404351,-118.5384667
5285,5285,No Damage,11271.0,Brooks,Road,Unincorporated,LNU,10/23/2019 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,75054.0,1941.0,38.5793443378163,-122.793033158807
6417,6417,No Damage,120.0,Paone ,Drive,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,247256.0,1974.0,37.1272465473123,-122.132350348673
1651,1651,No Damage,23319.0,Foresthill,Road,Foresthill,NEU,9/6/2022 12:00:00 AM,School,Nonresidential Commercial,Metal,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1966.0,39.01742652,-120.83496931
5324,5324,No Damage,18541.0,Pacific Coast,Highway,Malibu,LAC,1/7/2025 8:02:01 AM,Commercial Building Single Story,Nonresidential Commercial,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,161871.0,1967.0,34.0405168,-118.5787711
9443,9443,No Damage,14130.0,Chinquapin,Lane,Redding,SHU,9/22/2021 12:00:00 AM,Mobile Home Double Wide,Single Residence,Metal,Enclosed,No Vents,Metal,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,54010.0,1966.0,40.6994991137395,-122.276149251147
8831,8831,Destroyed (>50%),7058.0,Sayles Canyon ,Road,Twin Bridges,AEU,8/14/2021 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,17572.0,1966.0,38.7998471076472,-120.109770436606
3195,3195,Destroyed (>50%),40040.0,Pacific Coast Highway,Other,Unincorporated,VNC,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1966.0,34.0480543160848,-118.952317982577
8710,8710,No Damage,2430.0,Galbreth,Road,Pasadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,102851.0,1942.0,34.16768,-118.1002975
8612,8612,Destroyed (>50%),3330.0,La Corona,Avenue,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,77538.0,1948.0,34.2001749,-118.1459571
5539,5539,No Damage,32681.0,Mission,Drive,Unknown,MMU,9/4/2020 12:00:00 AM,Motor Home,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1966.0,37.2214697765435,-119.470982273875
4951,4951,No Damage,3217.0,Sumac Ridge,Road,Malibu,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,3461826.0,1976.0,34.0441052,-118.6451623
8322,8322,No Damage,28371.0,Modjeska Canyon ,Road,Unknown,ORC,12/2/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,153984.0,1985.0,33.7082813031415,-117.635729567057
861,861,Destroyed (>50%),0.0,Ruiz,Road,Unknown,BTU,9/9/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Other,No Eaves,No Vents,Other,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1966.0,39.6474786298317,-121.455812093213
3962,3962,Destroyed (>50%),746.0,Radcliffe,Avenue,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,467172.0,1940.0,34.0442265,-118.5299614
5764,5764,No Damage,972.0,Parkman,Street,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Tile,Enclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,388000.0,1926.0,34.1996222,-118.129273
8645,8645,No Damage,165.0,Neptune,Unknown,Unknown,ORC,10/26/2020 12:00:00 AM,Multi Family Residence Multi Story,Multiple Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,211414.0,2015.0,33.6987568542451,-117.732511259312
8634,8634,No Damage,0.0,Pine Cone Path,Other,Unknown,MMU,9/4/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1966.0,37.4204240932561,-119.367890680317
5805,5805,Destroyed (>50%),0.0,INDIAN CREEK RD,Unknown,Unknown,SKU,9/8/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,159866.0,1966.0,41.8676294392093,-123.402883087299
